"ORIGIN","DEST","CARRIER","n","pfail_raw","pdelay1hr_raw","pfail","pdelay1hr"
"MSP","ORD","MQ",406,0.0862068965517241,0.251231527093596,0.118545404685044,0.296635090987963
"MSY","ORD","MQ",27,0.111111111111111,0.148148148148148,0.293407452637701,0.335464950020664
"OKC","DFW","MQ",371,0.0835579514824798,0.191374663072776,0.117258571393696,0.235559574681699
"OKC","LAX","MQ",62,0,0.0483870967741935,0.0725036741710783,0.140900014316387
"OKC","ORD","MQ",1486,0.0531628532974428,0.149394347240915,0.0661100011880613,0.168853458554503
"OMA","ORD","MQ",775,0.0825806451612903,0.161290322580645,0.104678490970019,0.18949925235781
"ORD","ABQ","MQ",591,0.0355329949238579,0.123519458544839,0.0544612620836873,0.153264073654707
"ORD","ATL","MQ",233,0.0686695278969957,0.175965665236052,0.110365794509428,0.231500561617836
"ORD","BDL","MQ",232,0.0818965517241379,0.137931034482759,0.126050343641422,0.189784734573912
"ORD","BNA","MQ",2417,0.0500620604054613,0.156805957798924,0.0597316269297192,0.172174815382618
"ORD","BUF","MQ",872,0.073394495412844,0.146788990825688,0.0931780899746004,0.17242414529014
"ORD","BWI","MQ",560,0.0375,0.119642857142857,0.0574362637298642,0.149935939327631
"ORD","CID","MQ",1980,0.0666666666666667,0.134848484848485,0.0788085539913724,0.150956511781924
"ORD","CLE","MQ",1383,0.0571221981200289,0.147505422993492,0.0709924289743601,0.167619373127898
"ORD","CMH","MQ",2815,0.0458259325044405,0.142451154529307,0.0543997309169475,0.156143745957532
"ORD","CVG","MQ",2531,0.0521532990912683,0.126827340971948,0.0617481137049636,0.140661323315029
"ORD","DAY","MQ",1402,0.0556348074179743,0.120542082738944,0.0692547445302272,0.139055079976213
"ORD","DEN","MQ",129,0.0465116279069767,0.155038759689922,0.101384097526848,0.229849057745099
"ORD","DSM","MQ",1892,0.0702959830866808,0.156448202959831,0.0830144125210314,0.173890406622881
"ORD","DTW","MQ",1999,0.0740370185092546,0.155077538769385,0.086649959259798,0.171971672759355
"ORD","ELP","MQ",587,0.0272572402044293,0.155025553662692,0.0445940181512631,0.187317861393237
"ORD","EWR","MQ",50,0.16,0.26,0.290907264021935,0.399681590482293
"ORD","GRR","MQ",2159,0.0616025937934229,0.138490041685966,0.0728160148857463,0.154042529486084
"ORD","HPN","MQ",1086,0.0874769797421731,0.136279926335175,0.106239302140556,0.158483590771877
"ORD","IND","MQ",1746,0.0641466208476518,0.122565864833906,0.0769410909386296,0.139154361651454
"ORD","JAX","MQ",251,0.0398406374501992,0.127490039840637,0.0735812640930181,0.17590839840172
"ORD","LIT","MQ",1498,0.0514018691588785,0.14018691588785,0.0641162359112482,0.159112649277235
"ORD","MCI","MQ",12,0.25,0.5,0.544256202721739,0.75
"ORD","MEM","MQ",1317,0.0599848139711465,0.159453302961276,0.0745188615115284,0.180682532840563
"ORD","MSN","MQ",1639,0.0713849908480781,0.120805369127517,0.0852175736283833,0.137861793494936
"ORD","MSP","MQ",406,0.0738916256157636,0.226600985221675,0.104544462299287,0.270788707015789
"ORD","MSY","MQ",27,0.111111111111111,0.148148148148148,0.293407452637701,0.335464950020664
"ORD","OKC","MQ",1487,0.047074646940148,0.141223940820444,0.0593935217017016,0.160275542613855
"ORD","OMA","MQ",775,0.072258064516129,0.127741935483871,0.0932651495930066,0.153724690571533
"ORD","PIT","MQ",573,0.0698080279232112,0.1239092495637,0.094420857066708,0.154194991481762
"ORD","RDU","MQ",13,0,0,0.273932038624723,0.273932038624723
"ORD","RIC","MQ",1279,0.0664581704456607,0.119624706802189,0.0818481436229068,0.139008044928321
"ORD","ROC","MQ",1038,0.0394990366088632,0.102119460500963,0.0535906158366945,0.12253169142527
"ORD","SAT","MQ",188,0.0372340425531915,0.127659574468085,0.0773837877965104,0.184804374536717
"ORD","SDF","MQ",737,0.0610583446404342,0.104477611940299,0.0813351513374273,0.129287577395999
"ORD","STL","MQ",414,0.0555555555555556,0.14975845410628,0.083005614044439,0.188335549849583
"ORD","TUL","MQ",1217,0.0517666392769104,0.107641741988496,0.0660847268054937,0.126758973941364
"ORD","TYS","MQ",1042,0.0662188099808061,0.130518234165067,0.0834324118588679,0.152858550010919
"ORD","XNA","MQ",2097,0.0376728659990463,0.163090128755365,0.0469536468561482,0.17987722444469
"ORF","JFK","MQ",310,0.0903225806451613,0.141935483870968,0.128719792276308,0.186406825268876
"ORF","LGA","MQ",738,0.121951219512195,0.222222222222222,0.148186954079439,0.254317421729927
"ORF","MIA","MQ",590,0.0288135593220339,0.0864406779661017,0.0464263277632775,0.112618641728565
"PIT","JFK","MQ",128,0,0.0703125,0.0364160444020375,0.131445855765802
"PIT","MIA","MQ",257,0.0233463035019455,0.0739299610894942,0.0519903618943627,0.114132978881382
"PIT","ORD","MQ",573,0.0732984293193717,0.160558464223386,0.0983546644741983,0.193658684016761
"PNS","DFW","MQ",1263,0.0554235946159937,0.129849564528899,0.0698352929012977,0.149977037444925
"PNS","MIA","MQ",852,0.028169014084507,0.0751173708920188,0.0421051028143424,0.0953377657149646
"RDU","JFK","MQ",1459,0.0781357093899931,0.156956819739548,0.0934169891990853,0.176961406856915
"RDU","LGA","MQ",2724,0.0936123348017621,0.191629955947137,0.105393993915246,0.207166749186836
"RDU","ORD","MQ",13,0,0,0.273932038624723,0.273932038624723
"RIC","LGA","MQ",242,0.0743801652892562,0.148760330578512,0.116150313083243,0.200555611868252
"RIC","MIA","MQ",189,0.0158730158730159,0.0846560846560847,0.0487763036446139,0.135129076490753
"RIC","ORD","MQ",1280,0.07890625,0.17109375,0.0953790047730581,0.193187443422195
"ROC","ORD","MQ",1038,0.0529865125240848,0.127167630057803,0.0687916181920583,0.149339564171095
"SAT","ORD","MQ",188,0.0372340425531915,0.196808510638298,0.0773837877965104,0.261195581044213
"SAV","DFW","MQ",958,0.0459290187891441,0.115866388308977,0.0615762749618434,0.138225200012183
"SDF","LGA","MQ",728,0.0975274725274725,0.18543956043956,0.121876458769103,0.215990959311038
"SDF","MIA","MQ",128,0.0390625,0.0625,0.0920400492836695,0.121820235805539
"SDF","ORD","MQ",737,0.067842605156038,0.151967435549525,0.0889432645144213,0.180354881285641
"SJC","LAX","MQ",89,0.0449438202247191,0.0561797752808989,0.115465734379406,0.129983491519497
"SLC","LAX","MQ",80,0.075,0.0875,0.1592945437271,0.174636513037362
"STL","DCA","MQ",491,0.0468431771894094,0.144602851323829,0.0701903093857527,0.179348988533743
"STL","LGA","MQ",1450,0.0848275862068966,0.18,0.100672566860413,0.201069438570115
"STL","ORD","MQ",417,0.0623501199040767,0.177458033573141,0.0907957760232232,0.218013234782931
"TUL","DFW","MQ",484,0.0454545454545455,0.121900826446281,0.0687581723263761,0.154941883598776
"TUL","ORD","MQ",1218,0.0623973727422003,0.174055829228243,0.0778154644405766,0.196867796032154
"TYS","DFW","MQ",663,0.0497737556561086,0.108597285067873,0.0697414357339673,0.135265697061856
"TYS","LGA","MQ",228,0.118421052631579,0.293859649122807,0.168425520861228,0.35743660899174
"TYS","ORD","MQ",1042,0.0681381957773513,0.151631477927063,0.0855458326573654,0.175222859313517
"XNA","DFW","MQ",2214,0.039747064137308,0.12646793134598,0.04895614585623,0.141288587224865
"XNA","LAX","MQ",49,0,0.163265306122449,0.0900857997711692,0.296164878437057
"XNA","LGA","MQ",581,0.072289156626506,0.218588640275387,0.0970219428021482,0.254795398530981
"XNA","ORD","MQ",2098,0.048141086749285,0.166825548141087,0.058417807652151,0.183747694471181
